Date,Open,High,Low,Close,Adj Close,Volume
2016-01-04,66.239998,67.089996,65.190002,66.129997,58.891689,798700
2016-01-05,66.870003,67.989998,66.000000,66.930000,59.604111,705200
2016-01-06,65.300003,66.150002,64.930000,65.180000,58.045681,749500
2016-01-07,63.840000,63.849998,62.119999,62.430000,55.596676,1116100
2016-01-08,62.709999,63.369999,62.040001,62.180000,55.374035,727900
2016-01-11,63.009998,63.220001,61.709999,62.299999,55.480900,992400
2016-01-12,63.029999,63.910000,61.610001,63.320000,56.389252,1836900
2016-01-13,63.540001,64.220001,62.509998,62.790001,55.917267,1263700
2016-01-14,63.020000,63.520000,61.189999,63.009998,56.113197,1197300
2016-01-15,61.000000,62.250000,60.849998,61.950001,55.169224,1026700
2016-01-19,62.540001,62.799999,59.540001,60.639999,54.002590,1430200
2016-01-20,59.630001,60.049999,58.049999,59.200001,52.720215,1304400
2016-01-21,59.230000,60.119999,58.919998,59.279999,52.791466,1843400
2016-01-22,60.259998,62.250000,58.560001,61.080002,54.394444,2868700
2016-01-25,60.810001,60.950001,59.590000,59.639999,53.112053,1633900
2016-01-26,59.980000,61.560001,59.529999,61.490002,54.759560,1138700
2016-01-27,61.389999,62.730000,60.939999,61.660000,54.910957,1184300
2016-01-28,62.459999,63.060001,61.840000,62.119999,55.320606,731300
2016-01-29,62.070000,63.750000,61.270000,63.669998,56.700939,1628600
2016-02-01,62.349998,62.439999,61.020000,61.470001,54.741760,1345200
2016-02-02,60.970001,61.380001,59.619999,59.680000,53.147682,906800
2016-02-03,60.529999,60.860001,58.709999,60.480000,53.860115,1117700
2016-02-04,60.450001,62.549999,60.450001,60.860001,54.198521,1071500
2016-02-05,60.549999,61.430000,58.919998,59.009998,52.551014,1196700
2016-02-08,58.029999,58.490002,55.070000,56.410000,50.235596,2191600
2016-02-09,55.759998,58.459999,55.560001,57.540001,51.241913,1525300
2016-02-10,57.849998,58.990002,56.639999,56.939999,50.707592,1061600
2016-02-11,56.139999,57.820000,55.279999,55.810001,49.964516,1139100
2016-02-12,56.340000,57.410000,55.669998,57.310001,51.307419,995900
2016-02-16,57.869999,59.000000,57.410000,58.689999,52.542870,928100
2016-02-17,59.349998,60.150002,59.139999,59.459999,53.232220,822200
2016-02-18,59.660000,59.959999,58.720001,59.150002,52.954689,899000
2016-02-19,58.959999,59.110001,57.880001,59.000000,52.820396,885600
2016-02-22,59.759998,61.189999,59.349998,61.139999,54.736256,957600
2016-02-23,60.759998,61.099998,58.270000,58.669998,52.524963,945400
2016-02-24,58.130001,59.310001,57.490002,59.220001,53.017365,789400
2016-02-25,59.580002,59.970001,58.759998,59.950001,53.670906,1062600
2016-02-26,60.220001,61.169998,60.200001,61.049999,54.655685,687600
2016-02-29,61.189999,62.150002,60.299999,60.340000,54.020058,951200
2016-03-01,60.990002,61.540001,60.080002,61.349998,54.924263,973100
2016-03-02,61.029999,62.070000,60.869999,61.820000,55.345039,777100
2016-03-03,61.730000,62.930000,61.639999,62.810001,56.231346,782100
2016-03-04,63.139999,64.220001,62.320000,63.549999,56.893833,1124600
2016-03-07,63.410000,64.470001,63.070000,64.150002,57.430996,783200
2016-03-08,63.430000,63.490002,61.380001,61.830002,55.353996,891600
2016-03-09,62.630001,63.169998,61.889999,62.509998,55.962765,818600
2016-03-10,62.619999,62.740002,61.369999,62.189999,55.676281,663000
2016-03-11,62.990002,65.370003,62.919998,64.889999,58.093491,719000
2016-03-14,64.400002,64.720001,63.570000,63.939999,57.242989,758400
2016-03-15,63.500000,63.849998,62.970001,63.459999,56.813271,540100
