Date,Open,High,Low,Close,Adj Close,Volume
2016-01-01,18.309999,18.629999,15.850000,17.650000,16.346907,364799800
2016-02-01,17.450001,19.230000,15.440000,18.870001,17.476831,271878000
2016-03-01,19.090000,21.410000,18.760000,21.180000,19.722374,259469500
2016-04-01,20.990000,21.670000,20.170000,20.469999,19.061239,220915100
2016-05-01,20.500000,24.580000,19.459999,24.420000,22.739397,318169200
2016-06-01,24.299999,24.650000,22.170000,23.969999,22.418261,312526900
2016-07-01,23.770000,27.110001,23.490000,26.290001,24.588076,220545400
2016-08-01,26.410000,30.270000,25.680000,29.840000,27.908260,293294300
2016-09-01,29.940001,31.070000,28.530001,30.150000,28.295256,290903100
2016-10-01,30.180000,30.400000,27.559999,29.080000,27.291079,239841100
2016-11-01,29.110001,32.540001,28.020000,32.200001,30.219145,253655700
2016-12-01,32.139999,33.680000,29.850000,32.270000,30.381756,205985500
2017-01-01,32.360001,35.150002,31.660000,34.250000,32.245888,183134100
2017-02-01,34.590000,36.820000,34.500000,36.220001,34.100624,202717500
2017-03-01,36.520000,39.810001,36.330002,38.900002,36.728207,196209500
2017-04-01,38.990002,41.820000,37.410000,40.610001,38.342747,145367700
2017-05-01,40.980000,46.040001,40.849998,45.880001,43.318512,230868800
2017-06-01,45.970001,47.860001,40.790001,41.310001,39.091049,244092000
2017-07-01,41.330002,47.590000,40.980000,44.310001,41.929913,194338500
2017-08-01,44.389999,45.490002,41.939999,45.119999,42.696392,226591700
2017-09-01,45.189999,52.279999,43.869999,52.090000,49.406082,224927600
2017-10-01,52.209999,56.820000,50.770000,56.430000,53.522469,214988600
2017-11-01,57.000000,60.889999,51.590000,52.770000,50.051052,228866300
2017-12-01,52.000000,54.250000,48.250000,51.119999,48.568668,240811900
2018-01-01,51.680000,58.730000,51.220001,53.630001,50.953400,261782700
2018-02-01,53.160000,59.000000,45.130001,57.590000,54.715755,337379000
2018-03-01,57.540001,62.400002,53.730000,55.610001,52.930759,323026600
2018-04-01,55.270000,58.400002,47.740002,49.669998,47.276943,274419500
2018-05-01,49.740002,56.939999,48.529999,50.779999,48.333466,326039800
2018-06-01,51.299999,53.230000,44.570000,46.189999,44.140289,300989700
2018-07-01,45.099998,49.480000,44.740002,48.630001,46.472008,215355400
2018-08-01,48.889999,50.389999,42.520000,43.020000,41.110962,276552000
2018-09-01,42.840000,43.000000,37.389999,38.650002,37.104462,247698300
2018-10-01,38.500000,39.650002,30.530001,32.880001,31.565193,321299800
2018-11-01,32.980000,37.279999,32.070000,37.279999,35.789246,260792300
2018-12-01,38.299999,38.639999,28.790001,32.740002,31.607519,264368600
2019-01-01,32.040001,40.000000,31.480000,39.080002,37.728214,249011700
2019-02-01,39.080002,41.240002,37.919998,38.340000,37.013813,221789600
2019-03-01,38.660000,41.990002,36.799999,39.660000,38.484001,209348100
2019-04-01,40.299999,45.750000,40.209999,44.070000,42.763229,166338300
2019-05-01,44.040001,44.669998,38.400002,38.689999,37.542763,232766800
2019-06-01,38.970001,45.389999,38.540001,44.910000,43.801205,200453900
2019-07-01,46.630001,52.419998,42.880001,49.369999,48.151093,204337500
2019-08-01,49.439999,51.049999,44.619999,48.020000,46.834427,175689600
2019-09-01,47.639999,52.619999,47.160000,49.900002,48.887707,144479600
2019-10-01,50.410000,57.290001,48.779999,54.259998,53.159256,158035400
2019-11-01,54.930000,63.070000,54.410000,57.900002,56.725414,163724200
2019-12-01,58.139999,62.000000,54.950001,61.040001,60.008499,130725000
2020-01-01,62.000000,64.930000,57.529999,57.990002,57.010048,141444900
2020-02-01,58.680000,69.440002,54.080002,58.119999,57.137844,190762000
2020-03-01,58.700001,61.380001,36.639999,45.820000,45.187649,278980900
2020-04-01,43.830002,54.650002,41.580002,49.680000,48.994377,196887700
2020-05-01,48.080002,58.160000,46.220001,56.180000,55.404675,195030200
2020-06-01,55.630001,62.330002,54.520000,60.450001,59.853127,162975500
2020-07-01,60.430000,65.330002,59.540001,64.330002,63.694820,126157900
2020-08-01,64.790001,69.900002,61.290001,61.599998,60.991776,162649500
2020-09-01,61.980000,65.300003,54.150002,59.450001,59.058590,205465300
2020-10-01,60.369999,65.419998,56.869999,59.230000,58.840038,141605000
2020-11-01,59.950001,83.529999,59.529999,82.480003,81.936966,169506500
2020-12-01,83.050003,90.610001,82.879997,86.300003,85.986183,126013600
2021-01-01,87.239998,110.879997,86.150002,96.680000,96.328423,156990300
