Date,Open,High,Low,Close,Adj Close,Volume
2016-01-01,132.559998,133.020004,127.199997,128.820007,128.820007,2128000
2016-01-08,129.589996,130.419998,123.589996,127.029999,127.029999,2608300
2016-01-15,124.830002,127.730003,121.919998,124.559998,124.559998,2566400
2016-01-22,125.660004,129.979996,115.709999,117.449997,117.449997,5483700
2016-01-29,117.889999,121.989998,115.629997,117.919998,117.919998,3173300
2016-02-05,117.330002,120.180000,112.000000,116.459999,116.459999,2643200
2016-02-12,117.849998,122.690002,116.589996,121.199997,121.199997,1594400
2016-02-19,121.160004,123.269997,118.930000,121.809998,121.809998,1787900
2016-02-26,122.099998,126.660004,120.279999,126.349998,126.349998,2373200
2016-03-04,126.449997,128.929993,125.180000,127.489998,127.489998,2735100
2016-03-11,128.339996,130.520004,127.580002,127.760002,127.760002,2666300
2016-03-18,128.179993,131.550003,127.120003,129.830002,129.830002,2415000
2016-03-25,130.020004,132.869995,128.750000,131.919998,131.919998,1561700
2016-04-01,130.910004,134.320007,129.600006,130.149994,130.149994,4554800
2016-04-08,131.240005,135.250000,130.119995,134.889999,134.889999,1895500
2016-04-15,135.000000,138.919998,133.960007,137.679993,137.679993,2393200
2016-04-22,137.919998,138.520004,131.149994,131.649994,131.649994,4122500
2016-04-29,130.940002,132.990005,128.899994,131.100006,131.100006,2361200
2016-05-06,130.889999,136.759995,130.820007,134.960007,134.960007,2386700
2016-05-13,134.669998,137.029999,133.429993,134.919998,134.919998,2046600
2016-05-20,135.729996,138.320007,134.169998,136.710007,136.710007,2700900
2016-05-27,136.710007,140.110001,136.559998,139.759995,139.759995,1840400
2016-06-03,139.149994,140.699997,137.399994,140.050003,140.050003,1441900
2016-06-10,138.740005,139.110001,133.580002,135.369995,135.369995,1839400
2016-06-17,135.559998,139.119995,132.949997,138.399994,138.399994,2003000
2016-06-24,135.000000,140.750000,131.350006,140.649994,140.649994,3078900
2016-07-01,140.580002,143.729996,140.500000,142.470001,142.470001,1887600
2016-07-08,143.669998,151.440002,143.610001,149.270004,149.270004,1655600
2016-07-15,149.820007,150.929993,147.649994,149.460007,149.460007,1388300
2016-07-22,149.460007,159.460007,147.190002,157.059998,157.059998,3665600
2016-07-29,157.220001,161.220001,156.339996,157.449997,157.449997,3222400
2016-08-05,158.470001,159.429993,156.250000,159.300003,159.300003,1737000
2016-08-12,158.850006,159.910004,157.309998,159.100006,159.100006,1624400
2016-08-19,158.589996,162.529999,157.039993,158.110001,158.110001,2450500
2016-08-26,158.559998,159.600006,155.770004,156.100006,156.100006,1978300
2016-09-02,156.929993,160.259995,155.240005,159.490005,159.490005,2189600
2016-09-09,157.990005,157.990005,150.080002,155.160004,155.160004,2889500
2016-09-16,155.250000,158.240005,153.729996,157.820007,157.820007,1781400
2016-09-23,157.910004,159.500000,155.050003,156.339996,156.339996,2285100
2016-09-30,156.979996,159.710007,156.440002,157.759995,157.759995,2228200
2016-10-07,158.160004,160.000000,153.970001,154.820007,154.820007,2639800
2016-10-14,155.559998,157.860001,154.270004,157.190002,157.190002,1976400
2016-10-21,156.500000,158.660004,136.610001,140.800003,140.800003,6689300
2016-10-28,140.500000,141.380005,136.009995,136.789993,136.789993,3181200
2016-11-04,137.160004,145.270004,137.160004,143.320007,143.320007,2949200
2016-11-11,142.389999,143.750000,137.220001,138.850006,138.850006,3226500
2016-11-18,139.020004,139.020004,133.899994,138.350006,138.350006,3260400
2016-11-25,138.369995,139.279999,133.589996,133.710007,133.710007,2538200
